BALY,BallysCorp,BallysCorporationownsandoperatesracingandgamingfacilitiesintheUnitedStates.,NYSE,REALESTATECONSTRUCTION,HOTELSMOTELS,672363000,46147100
BAM,BrookfieldAssetManagementInc,BrookfieldAssetManagementisaleadingglobalalternativeassetmanagerandoneofthelargestinvestorsinrealassets.,NYSE,FINANCE,INVESTMENTADVICE,13053037000,412428000
BANC,BancofCaliforniaInc,BancofCaliforniaInc.isthebankingholdingcompanyforBancofCaliforniatheNationalAssociationthatprovidesbankingproductsandservicesintheUnitedStates.ThecompanyisheadquarteredinSantaAnaCalifornia.,NYSE,FINANCE,NATIONALCOMMERCIALBANKS,668992000,57595000
BAND,BandwidthInc,BandwidthInc.isacloud-basedsoftware-basedcommunicationsplatformasaserviceCPaaSproviderintheUnitedStates.ThecompanyisheadquarteredinRaleighNorthCarolina.,NASDAQ,TECHNOLOGY,SERVICES-PREPACKAGEDSOFTWARE,287842000,23598000
BANF,BancFirstCorporation,BancFirstCorporationisBancFirstsbankingholdingcompanyprovidingarangeofcommercialbankingservicestoretailandsmallandmedium-sizedbusinessclients.ThecompanyisheadquarteredinOklahomaCityOklahoma.,NASDAQ,FINANCE,NATIONALCOMMERCIALBANKS,2858672000,32899900
BANL,CBLInternationalLimitedOrdinaryShares,None,NASDAQ,TRADESERVICES,WHOLESALE-PETROLEUMPETROLEUMPRODUCTSNOBULKSTATIONS,72500000,25000000
BANR,BannerCorporation,BannerCorporationisBannerBanksbankingholdingcompanyprovidingcommercialandfinancialbankingproductsandservicestoindividualsbusinessesandpublicsectorentitiesintheUnitedStates.ThecompanyisheadquarteredinWallaWallaWashington.,NASDAQ,FINANCE,STATECOMMERCIALBANKS,1634327000,34334600
BANX,ArrowmarkFinancialCorp,StoneCastleFinancialCorp.,NASDAQ,TECHNOLOGY,GENERAL,117969000,7106600
BAOS,BaoshengMediaGroupHoldingsLtd,BaoshengMediaGroupHoldingsLimitedisanonlinemarketingsolutionsproviderinthePeoplesRepublicofChina.ThecompanyisheadquarteredinBeijingthePeoplesRepublicofChina.,NASDAQ,TRADESERVICES,SERVICES-BUSINESSSERVICESNEC,10710700,1524500
BAP,CredicorpLtd,CredicorpLtd.afinancialservicesholdingcompanyoffersvariousfinancialinsuranceandhealthproductsandservicesprimarilyinPeruandinternationally.ThecompanyisheadquarteredinLimaPeru.,NYSE,FINANCE,COMMERCIALBANKSNEC,10555634000,79533000
BARK,OriginalBarkCo,TheOriginalBARKCompanyoffersproductsservicesandcontentfordogs.ThecompanyisheadquarteredinNewYorkNewYork.,NYSE,TRADESERVICES,RETAIL-RETAILSTORESNEC,220311000,177670000
BASE,CouchbaseInc,None,NASDAQ,TECHNOLOGY,SERVICES-PREPACKAGEDSOFTWARE,866776000,45613700
BAX,BaxterInternationalInc,BaxterInternationalInc.isanAmericanmultinationalhealthcarecompanywithheadquartersinDeerfieldIllinois.Thecompanyprimarilyfocusesonproductstotreathemophiliakidneydiseaseimmunedisordersandotherchronicandacutemedicalconditions.,NYSE,LIFESCIENCES,SURGICALMEDICALINSTRUMENTSAPPARATUS,21498624000,505850000
BB,BlackBerryLtd,BlackBerryLimitedprovidesintelligentsecuritysoftwareandservicestobusinessesandgovernmentsaroundtheworld.ThecompanyisheadquarteredinWaterlooCanada.,NYSE,TECHNOLOGY,SERVICES-PREPACKAGEDSOFTWARE,3064227000,580346000
BBAI,BigBearaiHoldingsInc,None,NYSE,TECHNOLOGY,SERVICES-PREPACKAGEDSOFTWARE,348647000,142888000
BBAR,BBVABancoFrancesSAADR,BancoBBVAArgentinaSAoffersvariousbankingproductsandservicestoindividualsandcompaniesinArgentina.ThecompanyisheadquarteredinBuenosAiresArgentina.,NYSE,FINANCE,COMMERCIALBANKSNEC,890473000,204237000
BBCP,ConcretePumpingHoldingsClassA,ConcretePumpingHoldingsInc.providesconcretepumpingandwastemanagementservicesintheUnitedStatesandtheUnitedKingdom.ThecompanyisheadquarteredinThorntonColorado.,NASDAQ,REALESTATECONSTRUCTION,CONSTRUCTION-SPECIALTRADECONTRACTORS,397290000,55410000
BBD,BancoBradescoSAADR,BancoBradescoSAoffersvariousbankingproductsandservicestoindividualscorporationsandcompaniesinBrazilandinternationally.ThecompanyisheadquarteredinOsascoBrazil.,NYSE,FINANCE,STATECOMMERCIALBANKS,35351306000,10625900000
BBDC,BaringsBDCInc,None,NYSE,TECHNOLOGY,GENERAL,850378000,107916000
BBDO,BancoBradescoSAADR,BancoBradescoSAoffersvariousbankingproductsandservicestoindividualscorporationsandcompaniesinBrazilandinternationally.ThecompanyisheadquarteredinOsascoBrazil.,NYSE,FINANCE,STATECOMMERCIALBANKS,31692571000,10625900000
BBGI,BeasleyBroadcastGroupInc,BeasleyBroadcastGroupInc.amultiplatformmediacompanyoperatesradiostationsintheUnitedStates.ThecompanyisheadquarteredinNaplesFlorida.,NASDAQ,TECHNOLOGY,RADIOBROADCASTINGSTATIONS,31935300,13183400
BBIG,VincoVenturesInc,VincoVenturesInc.isaconsumerproductsresearchanddevelopmentmanufacturingsalesandfulfillmentcompanyinNorthAmericaAsiaPacificandEurope.ThecompanyisheadquarteredinBethlehemPennsylvania.,NASDAQ,MANUFACTURING,GAMESTOYSCHILDRENSVEHICLESNODOLLSBICYCLES,32639100,13000000
BBIO,BridgeBioPharmaInc,BridgeBioPharmaInc.isdedicatedtothediscoverydevelopmentandsupplyofvariousdrugsforgeneticdiseases.ThecompanyisheadquarteredinPaloAltoCalifornia.,NASDAQ,LIFESCIENCES,PHARMACEUTICALPREPARATIONS,2192444000,160501000
BBLG,BoneBiologicsCorp,BoneBiologicsCorporationamedicaldevicecompanyfocusesonboneregenerationinspinalfusionusingrecombinanthumanprotein.ThecompanyisheadquarteredinBurlingtonMassachusetts.,NASDAQ,LIFESCIENCES,ORTHOPEDICPROSTHETICSURGICALAPPLIANCESSUPPLIES,3006500,16702900
BBLN,BabylonHoldingsLtd,None,NYSE,LIFESCIENCES,SERVICES-HEALTHSERVICES,20844800,25614100
BBSI,BarrettBusinessServicesInc,BarrettBusinessServicesInc.providesbusinessmanagementsolutionsforsmallandmedium-sizedbusinessesintheUnitedStates.ThecompanyisheadquarteredinVancouverWashington.,NASDAQ,TRADESERVICES,SERVICES-HELPSUPPLYSERVICES,573167000,6806400
BBU,BrookfieldBusinessPartnersLP,None,NYSE,REALESTATECONSTRUCTION,CONSTRUCTION-SPECIALTRADECONTRACTORS,1422721000,74613000
BBUC,BrookfieldBusinessCorp,BrookfieldBusinessCorporationfocusesonhealthcareconstructionandwastewaterservicesintheUnitedStatesEuropeAustraliatheUnitedKingdomCanadaandBrazil.ThecompanyisheadquarteredinNewYorkNewYork.,NYSE,REALESTATECONSTRUCTION,CONSTRUCTION-SPECIALTRADECONTRACTORS,1640608000,72955000
BBVA,BancoBilbaoViscayaArgentariaSAADR,BancoBilbaoVizcayaArgentariaSAprovidesretailbankingwholesalebankingassetmanagementandprivatebankingservices.ThecompanyisheadquarteredinBilbaoSpain.,NYSE,FINANCE,COMMERCIALBANKSNEC,41878995000,5986990000
BBW,Build-A-BearWorkshopInc,Build-A-BearWorkshopInc.isamulti-channelretailerofstuffedanimalsandrelatedproducts.ThecompanyisheadquarteredinSt.LouisMissouri.,NYSE,TRADESERVICES,RETAIL-HOBBYTOYGAMESHOPS,309470000,14935800
BBWI,BathBodyWorksInc.,None,NYSE,TRADESERVICES,RETAIL-WOMENSCLOTHINGSTORES,8816903000,228951000
BBY,BestBuyCoInc,BestBuyCo.Inc.isanAmericanmultinationalconsumerelectronicsretailerheadquarteredinRichfieldMinnesota.,NYSE,TRADESERVICES,RETAIL-RADIOTVCONSUMERELECTRONICSSTORES,15195170000,218046000
BC,BrunswickCorporation,BrunswickCorporationdesignsmanufacturesandmarketsrecreationalproductsworldwide.ThecompanyisheadquarteredinMettawaIllinois.,NYSE,TECHNOLOGY,ENGINESTURBINES,5386224000,70713000
BCAB,BioatlaInc,BioAtlaInc.abiopharmaceuticalcompanydevelopsspecificandselectiveantibody-basedtherapiesforthetreatmentofvariouscancers.ThecompanyisheadquarteredinSanDiegoCalifornia.,NASDAQ,LIFESCIENCES,BIOLOGICALPRODUCTSNODISGNOSTICSUBSTANCES,165457000,47667500
BCAN,BYNDCannasoftEnterprisesInc.,BYNDCannasoftEnterprisesInc.developsandmarketscustomerrelationshipmanagementCRMsoftwareproducts.ThecompanyisheadquarteredinVancouverCanada.,NASDAQ,TECHNOLOGY,SERVICES-PREPACKAGEDSOFTWARE,104223000,37899400
BCAT,BlackRockCapitalAllocationTrust,None,NYSE,TECHNOLOGY,GENERAL,1619862000,108135000
BCBP,BCBBancorpInc,BCBBancorpInc.isabankholdingcompanyofBCBCommunityBankthatprovidesbankingproductsandservicestobusinessesandindividualsintheUnitedStates.ThecompanyisheadquarteredinBayonneNewJersey.,NASDAQ,FINANCE,SAVINGSINSTITUTIONFEDERALLYCHARTERED,192693000,16843800
BCC,BoiseCascadLlc,BoiseCascadeCompanymanufactureswoodproductsanddistributesbuildingmaterialsintheUnitedStatesandCanada.ThecompanyisheadquarteredinBoiseIdaho.,NYSE,TRADESERVICES,WHOLESALE-LUMBEROTHERCONSTRUCTIONMATERIALS,2972402000,39589800
BCDA,BiocardiaInc,BioCardiaInc.aclinical-stageregenerativemedicinecompanydevelopstherapiesforcardiovasculardisease.ThecompanyisheadquarteredinSanCarlosCalifornia.,NASDAQ,LIFESCIENCES,ORTHOPEDICPROSTHETICSURGICALAPPLIANCESSUPPLIES,34170300,20219100
BCE,BCEInc,BCEInc.atelecommunicationsandmediacompanyprovideswirelesswirelineInternetandtelevisionTVservicestoresidentialcommercialandwholesalecustomersinCanada.ThecompanyisheadquarteredinVerdunCanada.,NYSE,TECHNOLOGY,TELEPHONECOMMUNICATIONSNORADIOTELEPHONE,42542248000,912200000
BCEL,AtrecaInc,AtrecaInc.abiopharmaceuticalcompanydiscoversanddevelopsantibody-basedimmunotherapeuticstotreatavarietyofsolidtumortypes.ThecompanyisheadquarteredinSouthSanFranciscoCalifornia.,NASDAQ,LIFESCIENCES,PHARMACEUTICALPREPARATIONS,45813200,32441100
BCH,BancoDeChile,BancodeChileprovidesbankingandfinancialproductsandservicestoclientsinChile.ThecompanyisheadquarteredinSantiagoChile.,NYSE,FINANCE,COMMERCIALBANKSNEC,11032430000,505085000
BCLI,BrainstormCellTherapeuticsInc,BrainstormCellTherapeuticsInc.abiotechnologycompanyisdedicatedtothedevelopmentandcommercializationofautologouscelltherapiesforthetreatmentofneurodegenerativediseases.ThecompanyisheadquarteredinNewYorkNewYork.,NASDAQ,LIFESCIENCES,BIOLOGICALPRODUCTSNODISGNOSTICSUBSTANCES,118226000,36694100
BCML,BayComCorp,BayComCorpisthebankingholdingcompanyforUnitedBusinessBankprovidingvariousfinancialservicestobusinessesbusinessownersandindividuals.ThecompanyisheadquarteredinWalnutCreekCalifornia.,NASDAQ,FINANCE,STATECOMMERCIALBANKS,202539000,12312400
BCO,BrinksCompany,TheBrinksCompanyprovidessecuretransportationcashmanagementandothersecurity-relatedservicesinNorthAmericaLatinAmericaEuropeandinternationally.ThecompanyisheadquarteredinRichmondVirginia.,NYSE,ENERGYTRANSPORTATION,ARRANGEMENTOFTRANSPORTATIONOFFREIGHTCARGO,3133714000,46425400
BCOV,BrightcoveInc,BrightcoveInc.providescloud-basedvideoservices.ThecompanyisheadquarteredinBostonMassachusetts.,NASDAQ,TECHNOLOGY,SERVICES-COMPUTERPROCESSINGDATAPREPARATION,183430000,42857400
BCOW,1895ofWisconsinIncBancorp,1895BancorpofWisconsinInc.isaholdingcompanyforPyraMaxBankFSBwhichoffersarangeoffinancialservices.,NASDAQ,FINANCE,SAVINGSINSTITUTIONSNOTFEDERALLYCHARTERED,43195800,6215200
BCPC,BalchemCorporation,BalchemCorporationdevelopsmanufacturesandmarketsspecialtyingredientsandperformanceproductsforthenutritionalfoodpharmaceuticalanimalhealthmedicaldevicesterilizationplantnutritionandindustrialmarketsintheUnitedStatesandinternationally.ThecompanyisheadquarteredinNewHamptonNewYork.,NASDAQ,LIFESCIENCES,CHEMICALSALLIEDPRODUCTS,4021372000,32227700
BCRX,BioCrystPharmaceuticalsInc,BioCrystPharmaceuticalsInc.abiotechnologycompanydiscoversoralandsmallmoleculedrugs.ThecompanyisheadquarteredinDurhamNorthCarolina.,NASDAQ,LIFESCIENCES,BIOLOGICALPRODUCTSNODISGNOSTICSUBSTANCES,1656960000,188935000
BCS,BarclaysPLCADR,BarclaysPLCoffersavarietyoffinancialproductsandservicesintheUKtherestofEuropetheAmericasAfricatheMiddleEastandAsia.ThecompanyisheadquarteredinLondontheUnitedKingdom.,NYSE,FINANCE,COMMERCIALBANKSNEC,31701907000,3887420000
BCSA,BlockchainCoinvestorsAcquisitionCorpI,BlockchainCo-investorsAcquisitionCorp.ThecompanyisheadquarteredinGrandCaymantheCaymanIslands.,NASDAQ,REALESTATECONSTRUCTION,BLANKCHECKS,155119000,4915300
BCSF,BainCapitalSpecialtyFinanceInc,None,NYSE,TECHNOLOGY,GENERAL,811548000,64562000
BCTX,BriacellTherapeuticsCorp,BriaCellTherapeuticsCorp.ThecompanyisheadquarteredinWestVancouverCanada.,NASDAQ,LIFESCIENCES,PHARMACEUTICALPREPARATIONS,99683000,15518000
BCYC,BicycleTherapeuticsLtd,BicycleTherapeuticsplcaclinical-stagebiopharmaceuticalcompanyisdevelopingaclassofdrugsfordiseasesthatarenotservedbyexistingtreatments.ThecompanyisheadquarteredinCambridgetheUnitedKingdom.,NASDAQ,LIFESCIENCES,PHARMACEUTICALPREPARATIONS,737268000,30043500
BDC,BeldenInc,BeldenInc.isasignaltransmissionsolutionscompanyintheAmericasEuropetheMiddleEastAfricaandAsia-Pacific.ThecompanyisheadquarteredinSt.LouisMissouri.,NYSE,MANUFACTURING,DRAWINGINSULATINGOFNONFERROUSWIRE,3626162000,42550600
BDN,BrandywineRealtyTrust,BrandywineRealtyTrustNYSEBDNisoneofthelargestpubliclytradedfull-serviceintegratedrealestatecompaniesintheUnitedStateswithaprimaryfocusonthePhiladelphiaAustinandWashingtonDCmarkets.,NYSE,REALESTATECONSTRUCTION,REALESTATEINVESTMENTTRUSTS,660411000,171915000
BDRX,BiodexaPharmaceticals,BiodexaPharmaceuticalsPlcadrugdeliverytechnologycompanyfocusesonthebio-deliveryandbiodistributionofmedicinesintheUnitedKingdomrestofEuropeandinternationally.ThecompanyisheadquarteredinCardifftheUnitedKingdom.,NASDAQ,LIFESCIENCES,PHARMACEUTICALPREPARATIONS,None,0
BDSX,BiodesixInc,BiodesixInc.operatesadata-drivendiagnosticsolutionscompanyintheUnitedStates.ThecompanyisheadquarteredinBoulderColorado.,NASDAQ,LIFESCIENCES,SERVICES-MEDICALLABORATORIES,90227000,78458000
BDTX,BlackDiamondTherapeuticsInc,BlackDiamondTherapeuticsInc.abiotechnologycompanydiscoversanddevelopssmallmoleculetumoragnostictherapies.ThecompanyisheadquarteredinCambridgeMassachusetts.,NASDAQ,LIFESCIENCES,BIOLOGICALPRODUCTSNODISGNOSTICSUBSTANCES,62071000,36512600
BDX,BectonDickinsonandCompany,BectonDickinsonandCompanyalsoknownasBDisanAmericanmultinationalmedicaltechnologycompanythatmanufacturesandsellsmedicaldevicesinstrumentsystemsandreagents.BDalsoprovidesconsultingandanalyticsservicesincertaingeographies.,NYSE,LIFESCIENCES,SURGICALMEDICALINSTRUMENTSAPPARATUS,70004015000,284015000
BDXB,BectonDickinsonandCompany,BectonDickinsonandCompanydevelopsmanufacturesandsellsmedicalsuppliesdeviceslaboratoryequipmentanddiagnosticproductsglobally.ThecompanyisheadquarteredinFranklinLakesNewJersey.,NYSE,LIFESCIENCES,SURGICALMEDICALINSTRUMENTSAPPARATUS,None,0
BE,BloomEnergyCorp,BloomEnergyCorporationdesignsmanufacturesandsellssolidoxidefuelcellsystemsforon-sitepowergenerationintheUnitedStatesJapanChinaIndiaandtheRepublicofKorea.ThecompanyisheadquarteredinSanJoseCalifornia.,NYSE,MANUFACTURING,ELECTRICALINDUSTRIALAPPARATUS,3092648000,192865000
BEAM,BeamTherapeuticsInc,BeamTherapeuticsInc.abiotechnologycompanydevelopsprecisiongeneticdrugsforpatientswithseriousillnessesintheUnitedStates.ThecompanyisheadquarteredinCambridgeMassachusetts.,NASDAQ,LIFESCIENCES,BIOLOGICALPRODUCTSNODISGNOSTICSUBSTANCES,2630266000,76218000
BEAT,HeartbeamInc,BioTelemetryInc.aremotemedicaltechnologycompanyprovidesremoteheartmonitoringremotebloodglucosemonitoringcentralizedcentrallaboratoryservicesforclinicaltrialsandoriginalequipmentmanufacturingservicesforhealthcareandclinicalresearchclientsthroughouttheworld.ThecompanyisheadquarteredinMalvernPennsylvania.,NASDAQ,LIFESCIENCES,SURGICALMEDICALINSTRUMENTSAPPARATUS,55688000,24893700
BECN,BeaconRoofingSupplyInc,BeaconRoofingSupplyInc.distributesresidentialandnon-residentialroofingmaterialsandsupplementalconstructionproductstocontractorshomebuildersbuildingownersandretailers.ThecompanyisheadquarteredinHerndonVirginia.,NASDAQ,TRADESERVICES,WHOLESALE-LUMBEROTHERCONSTRUCTIONMATERIALS,4233794000,63748000
BEDU,BrightScholarEducationHoldingsLtdClassA,BrightScholarEducationHoldingsLimitedaneducationalserviceprovideroperatesandoffersK-12schoolsandsupplementaryeducationalservicesinChinaandinternationally.ThecompanyisheadquarteredinFoshanChina.,NYSE,TRADESERVICES,SERVICES-EDUCATIONALSERVICES,48751000,29726200
BEEM,BeamGlobal,BeamGlobalacleantechcompanydesignsdevelopsdesignsmanufacturesandsellsrenewableenergypoweredproductsforelectricvehicleEVcharginginfrastructureoutdoormediaandbrandingandenergysecurityproducts.ThecompanyisheadquarteredinSanDiegoCalifornia.,NASDAQ,MANUFACTURING,SEMICONDUCTORSRELATEDDEVICES,142142000,10760200
BEKE,KeHoldingsInc,KEHoldingsInc.isinvolvedintheoperationofanintegratedonlineandofflineplatformforhousingtransactionsandservicesinthePeoplesRepublicofChina.ThecompanyisheadquarteredinBeijingChina.,NYSE,REALESTATECONSTRUCTION,REALESTATEAGENTSMANAGERSFOROTHERS,19348896000,1259900000
BEN,FranklinResourcesInc,FranklinResourcesInc.isanAmericanmultinationalholdingcompanythattogetherwithitssubsidiariesisreferredtoasFranklinTempletonitisaglobalinvestmentfirmfoundedinNewYorkCityin1947asFranklinDistributorsInc.,NYSE,FINANCE,INVESTMENTADVICE,12206032000,500863000
BEP,BrookfieldRenewablePartnersLP,BrookfieldRenewablePartnersLPhasaportfolioofrenewableenergygenerationfacilitiesprimarilyinNorthAmericaColombiaBrazilEuropeIndiaandChina.ThecompanyisheadquarteredinHamiltonBermuda.,NYSE,ENERGYTRANSPORTATION,ELECTRICSERVICES,14320860000,275433000
BEPC,BrookfieldRenewableCorp,BrookfieldRenewableCorporationownsandoperatesaportfolioofrenewableenergypowergenerationfacilitiesprimarilyinNorthAmericaEuropeColombiaandBrazil.ThecompanyisheadquarteredinNewYorkNewYork.,NYSE,ENERGYTRANSPORTATION,ELECTRICSERVICES,6044975000,172228000
BEPH,BEPH,None,NYSE,ENERGYTRANSPORTATION,ELECTRICSERVICES,None,0
BEPI,BEPI,None,NYSE,ENERGYTRANSPORTATION,ELECTRICSERVICES,None,0
BERY,BerryGlobalGroupInc,BerryGlobalGroupInc.manufacturesandsuppliesrigidflexibleandnonwovenproductstoconsumerandindustrialendmarkets.ThecompanyisheadquarteredinEvansvilleIndiana.,NYSE,MANUFACTURING,PLASTICSPRODUCTSNEC,6976776000,119200000
BEST,BESTInc,BESTInc.isanintelligentsupplychainserviceproviderinthePeoplesRepublicofChina.ThecompanyisheadquarteredinHangzhouthePeoplesRepublicofChina.,NYSE,ENERGYTRANSPORTATION,TRUCKINGCOURIERSERVICESNOAIR,54158000,19693800
BFAC,BatteryFutureAcquisitionCorp,FutureBatteryAcquisitionCorp.ThecompanyisheadquarteredinMiamiFlorida.,NYSE,REALESTATECONSTRUCTION,BLANKCHECKS,544927000,34500000
BFAM,BrightHorizonsFamilySolutionsInc,BrightHorizonsFamilySolutionsInc.provideschildcareandearlyeducationservicessupportivecareserviceseducationalcounselingservicesandotherworkplacesolutionsforemployersandfamilies.ThecompanyisheadquarteredinNewtonMassachusetts.,NYSE,TRADESERVICES,SERVICES-CHILDDAYCARESERVICES,4845156000,57811000
BFC,BankFirstNationalCorp,BankFirstCorporationisaBankFirstNAholdingcompanyprovidingbusinessandconsumerfinancialservicestobusinessesprofessionalsandconsumersinWisconsin.ThecompanyisheadquarteredinManitowocWisconsin.,NASDAQ,FINANCE,NATIONALCOMMERCIALBANKS,791138000,10389200
BFH,BreadFinancialHoldingsInc,BreadFinancialHoldingsInc.provideslendingandpaymenttechnologysolutionstocustomersandconsumer-basedindustriesinNorthAmerica.ThecompanyisheadquarteredinColumbusOhio.,NYSE,TRADESERVICES,SERVICES-BUSINESSSERVICESNEC,1523138000,50118000
BFI,BurgerfiInternationalInc,BurgerFiInternationalInc.isaquickservicerestaurantfranchisor.ThecompanyisheadquarteredinNorthPalmBeachFlorida.,NASDAQ,TRADESERVICES,RETAIL-EATINGPLACES,30294500,23853900
BFIN,BankFinancialCorporation,BankFinancialCorporationisthebankingholdingcompanyofBankFinancialaNationalAssociationthatoffersvariousproductsandservicesforcommercialfamilyandpersonalbanking.ThecompanyisheadquarteredinBurrRidgeIllinois.,NASDAQ,FINANCE,SAVINGSINSTITUTIONFEDERALLYCHARTERED,94697000,12694000
BFLY,ButterflyNetworkInc,ButterflyNetworkInc.adigitalhealthcompanydevelopsmanufacturesandmarketsultrasoundimagingsolutionsintheUnitedStatesandinternationally.ThecompanyisheadquarteredinGuilfordConnecticut.,NYSE,LIFESCIENCES,X-RAYAPPARATUSTUBESRELATEDIRRADIATIONAPPARATUS,467002000,177504000
BFRG,BullfrogAIHoldingsInc.CommonStock,BullFrogAIHoldingsInc.isadigitalbiopharmaceuticalcompanythatfocusesonartificialintelligenceandmachinelearningAIMLdrivenanalysisofdatasetsinmedicineandhealthcareintheUnitedStates.ThecompanyisheadquarteredinGaithersburgMaryland.,NASDAQ,LIFESCIENCES,PHARMACEUTICALPREPARATIONS,None,0
BFRI,BiofronteraInc,BiofronteraInc.abiopharmaceuticalcompanydevelopsandsuppliesdermatologicalproductsforthetreatmentofskinconditionsintheUnitedStates.ThecompanyisheadquarteredinWoburnMassachusetts.,NASDAQ,LIFESCIENCES,PHARMACEUTICALPREPARATIONS,12951700,26699000
BFS,SaulCentersInc,SaulCentersInc.isaself-managedself-managedcapitalREITbasedinBethesdaMarylandcurrentlyoperatingandmanagingarealestateportfolioof60propertiesthatincludesa50communityandneighborhoodshoppingcentersandsevenmixed-usepropertieswithapproximately9.,NYSE,REALESTATECONSTRUCTION,REALESTATEINVESTMENTTRUSTS,1156910000,23927200
BFST,BusinessFirstBancsharesInc,BusinessFirstBancsharesInc.isthebankingholdingcompanyforb1BANKofferingvariousbankingproductsandservices.ThecompanyisheadquarteredinBatonRougeLouisiana.,NASDAQ,FINANCE,STATECOMMERCIALBANKS,388148000,25319500
BG,BungeLimited,BungeLimitedisaglobalfoodandagribusinesscompany.ThecompanyisheadquarteredinSt.LouisMissouri.,NYSE,MANUFACTURING,FATSOILS,13826218000,150596000
BGCP,BGCPartnersInc,BGCPartnersInc.isabrokerageandfintechcompanyintheUnitedStatesCanadaEuropetheUnitedKingdomLatinAmericaAsiaAfricatheMiddleEastandinternationally.ThecompanyisheadquarteredinNewYorkNewYork.,NASDAQ,FINANCE,SECURITYCOMMODITYBROKERSDEALERSEXCHANGESSERVICES,1800767000,338487000
BGFV,Big5SportingGoodsCorporation,Big5SportingGoodsCorporationisasportinggoodsretailerinthewesternUnitedStates.ThecompanyisheadquarteredinElSegundoCalifornia.,NASDAQ,TRADESERVICES,RETAIL-MISCELLANEOUSSHOPPINGGOODSSTORES,175794000,22394200
BGNE,BeiGeneLtd,BeiGeneLtd.discoversdevelopsmanufacturesandmarketscancertherapeuticsdrugsinthePeoplesRepublicofChinaandtheUnitedStates.ThecompanyisheadquarteredinBeijingthePeoplesRepublicofChina.,NASDAQ,LIFESCIENCES,PHARMACEUTICALPREPARATIONS,25974292000,104542000
BGRY,BerkshireGreyInc,None,NASDAQ,REALESTATECONSTRUCTION,BLANKCHECKS,337456000,237024000
BGS,BGFoodsInc,BGFoodsInc.manufacturessellsanddistributesaportfoliooffrozenandnon-perishablefoodandhouseholdproductsintheUnitedStatesCanadaandPuertoRico.ThecompanyisheadquarteredinParsippanyNewJersey.,NYSE,MANUFACTURING,FOODANDKINDREDPRODUCTS,983512000,72211000
BGSF,BGStaffingInc,BGSFInc.providesworkforcesolutionsandplacementservicesintheUnitedStates.ThecompanyisheadquarteredinPlanoTexas.,NYSE,TRADESERVICES,SERVICES-HELPSUPPLYSERVICES,101636000,10822600
BGXX,BrightGreenCorp,BrightGreenCorporationlegallygrowsmanufacturesandsellscannabisandcannabis-relatedproductsunderfederalandstatelawsforresearchpharmaceuticalapplicationsandexport.ThecompanyisheadquarteredinFortLauderdaleFlorida.,NASDAQ,LIFESCIENCES,MEDICINALCHEMICALSBOTANICALPRODUCTS,146499000,174424000
BH,BiglariHoldingsInc,BiglariHoldingsInc.primarilyoperatesandfranchisesrestaurantsintheUnitedStates.ThecompanyisheadquarteredinSanAntonioTexas.,NYSE,TRADESERVICES,RETAIL-EATINGPLACES,596957000,2068600
BHAC,BaringtonHilcoAcquisition,None,NASDAQ,REALESTATECONSTRUCTION,BLANKCHECKS,111070000,5012600
BHAT,BlueHatInteractiveEntertainment,FujianBlueHatInteractiveEntertainmentTechnologyLtd.developsproducesandoperatesaugmentedrealityARinteractiveentertainmentgamestoysandeducationalmaterialsprimarilyinChina.ThecompanyisheadquarteredinXiamenChina.,NASDAQ,MANUFACTURING,GAMESTOYSCHILDRENSVEHICLESNODOLLSBICYCLES,10983200,9894700
BHC,BauschHealthCompaniesInc,BauschHealthCompaniesInc.developsmanufacturesandmarketsarangeofpharmaceuticalmedicaldeviceandover-the-counterOTCproductsprimarilyinthetherapeuticareasofeyehealthgastroenterologyanddermatology.ThecompanyisheadquarteredinLavalCanada.,NYSE,LIFESCIENCES,PHARMACEUTICALPREPARATIONS,3058919000,363724000
BHE,BenchmarkElectronicsInc,BenchmarkElectronicsInc.providesproductdesignengineeringservicestechnologysolutionsandadvancedmanufacturingservicesintheAmericasAsiaandEurope.ThecompanyisheadquarteredinTempeArizona.,NYSE,MANUFACTURING,PRINTEDCIRCUITBOARDS,820398000,35623000
BHF,BrighthouseFinancialInc,BrighthouseFinancialInc.offerslifeinsuranceandannuityproductsintheUnitedStates.ThecompanyisheadquarteredinCharlotteNorthCarolina.,NASDAQ,FINANCE,LIFEINSURANCE,2761339000,66860000
BHG,BrightHealthGroupInc,BrightHealthGroupInc.anintegratedcaredeliverycompanyisdedicatedtoprovidingandfinancinghealthinsuranceplansintheUnitedStates.ThecompanyisheadquarteredinMinneapolisMinnesota.,NYSE,FINANCE,HOSPITALMEDICALSERVICEPLANS,9147779000,636146000
BHIL,BensonHillInc,None,NYSE,MANUFACTURING,FOODANDKINDREDPRODUCTS,365142000,207467000
BHLB,BerkshireHillsBancorpInc,BerkshireHillsBancorpInc.isabankingholdingcompanyforBerkshireBankofferingavarietyofbankingproductsandservices.ThecompanyisheadquarteredinBostonMassachusetts.,NYSE,FINANCE,SAVINGSINSTITUTIONSNOTFEDERALLYCHARTERED,968785000,44277200
BHP,BHPGroupLimited,BHPGroupengagesinthenaturalresourcesbusinessinAustraliaEuropeChinaJapanIndiaSouthKoreatherestofAsiaNorthAmericaSouthAmericaandinternationally.ThecompanyisheadquarteredinMelbourneAustralia.,NYSE,ENERGYTRANSPORTATION,METALMINING,208903324000,2530640000
